,Is this the Georgian or English version?,What is the district name?,Descriptive Paragraph 1,Descriptive Paragraph 2,Population Data 1,Population Data 2,Population Data 3,Population Data 4,Size of Territory,Footer,Descriptive Paragraph 3,Is this a Tbilisi district?,Does this district have villages that are currently occupied?,,"If this district has occupied villages, please list them."
8/28/2013 13:56:15,English,Aspindza,"Municipality is the self-governing unit, located in the Samtskhe-Javakheti region. Municipality borders with Borjomi Municipality on the north, Akhaltsikhe Municipality on the north and north-west, Turkey on the south-west and Akhalkalaki Municipality on the east.","Municipality consists of 12 administrative-territorial units: 1 urban settlement - Aspindza; 8 village unions - Vargavi, Idumala,Tmogvi, Nakalakevi, Orgori, Saro, Tolosha, Dzveli. and 5 separate villages - Atskviti, Damala, Ota, Rustavi, Khizabavra.","Population (total) - 13,010","Population according to gender: female - 6,751; male - 6,355","Population according to residence: urban - 3,324; rural - 9,782","Population according to ethnicity: Georgian - 10,671; Armenian - 2,273; Russian - 34; Greek - 8; Ossetian - 9; Ukrainian - 5; Abkhaz - 4",Size of the territory - 825 km2,"*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",,,,,
8/28/2013 23:27:27,English,Akhalkalaki ,"Municipality is the self-governing unit, located in the Samtskhe-Javakheti region. Municipality borders with Borjomi Municipality on the north, Aspindza Municipality on the west, Turkey on the south-west, Ninotsminda Municipality on the south-east and east and Tsalka Municipality on the east. ","Municipality consists of 22 administrative-territorial units: 1 town - Akhalkalaki; 15 village unions - Azavreti, Alastani, Aragva, Baraleti, Gogasheni, Vachiani, Zaki, Kartikami, Kochio, Gumburdo, Karzakhi, Okami, Sulda, Khaveti, Khospio and 6 separate villages - Diliska, Kotelia, Ptena, Turtskhi, Chunchkha, Khando. ","Population (total) - 60,975","Population according to gender: female - 31,199; male - 29,287","Population according to residence: urban - 9,768; rural - 50,718","Population according to ethnicity: Armenian - 57,516; Georgian - 3,214; Russian - 157; Greek - 51; Ukrainian - 14; Ossetian - 10; Abkhaz - 3; Azeri - 3","Size of the territory - 1,235 km2","*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",,,,,
8/28/2013 23:28:19,English,Akhaltsikhe,"Municipality is the self-governing unit, located in the Samtskhe-Javakheti region. Municipality borders with Bagdati Municipality on the north, Adigeni Municipality on the west, Turkey on the south, Aspindza Municipality on the south-east and south, Borjomi Municipality on the north-east. ","Municipality consists of 15 administrative-territorial units: 2 towns - Akhaltsikhe, Vale and 14 separate villages - Agara, Andriatsminda, Atskuri, Eliatsminda, Klde, Minadze, Pamaji, Sadzeli, Sviri, Skhivlisi, Uraveli, Persa, Tskaltbila, Tskruta. ","Population (total) - 46,134","Population according to gender: female - 23,796; male - 21,945 ","Population according to residence: urban - 23,146; rural - 22,595","Population according to ethnicity: Georgian - 28,473; Armenian - 16,879; Russian - 410; Greek - 129; Ukrainian - 42; Ossetian - 52; Azeri - 13; Abkhaz - 12","Size of the territory - 1,010 km2","*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",,,,,
8/28/2013 23:29:16,English, Borjomi,"Borjomi Municipality is the self-governing unit, located in the Samtskhe-Javakheti region. ","Borjomi Municipality consists of 15 administrative-territorial units: 1 town - Borjomi; 2 urban settlements -Bakuriani, Tsaghveri and 6 village unions - Balanta, Dviri, Tabatskuri, Tadzrisi, Tba, Kvibisi,2 separate villages - Akhaldaba, Tsikhisjvari.","Population (total) - 32,422","Population according to gender: female - 17,740; male - 15,334 ","Population according to residence: urban - 20,970; rural - 12,104","Population according to ethnicity: Georgian - 27,301; Armenian - 3,124; Ossetian - 719; Russian - 585; Greek - 540; Ukrainian - 75; Azeri - 24; Abkhaz - 10; Yezidi - 1","Size of the territory - 1,189 km2","*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",,,,,
8/28/2013 23:30:10,English,Ninotsminda,"Ninotsminda Municipality is the self-governing unit, located in the Samtskhe-Javakheti region. Municipality borders with Akhalkalaki on the north and north-west, Azerbaijan on the south-west, Armenia on the south, Dmanisi Municipality on the east and Tsalka Municipality on the north and north-east. ","Ninotsminda Municipality consists of 9 administrative-territorial units: 1 town - Ninotsminda; 7 village unions - Gondrio, Gandza, Gorelovka, Khancali, Eshtia, Satkha, Tambovka, Poka, Jigrasheni.","Population (total) - 34,305","Population according to gender: female - 17,172; male - 15,389","Population according to residence: urban - 6,106; rural - 26,455","Population according to ethnicity: Armenian - 32,857; Russian - 943; Georgian - 476; Ukrainian - 6; Greek - 5; Ossetian - 4; Azeri - 2","Size of the territory - 1,354 km2","*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",,,,,
8/28/2013 23:39:51,English,Gori,"Gori Municipality is the self-governing unit, located in the Shida Kartli region. Gori Municipality borders with Liakhvi Municipality on the north and Akhalgori Municipality on the north-east (both of which falls under the Occupied Territories), Kareli Municipality (part of villages in Kareli fall under the Occupied Territories) on the west, Borjomi Municipality on the south-west, Tsalka Municipality on the south and Kaspi Municipality on the east. ","Gori Municipality consists of 36 administrative-territorial units: 2 towns - Gori, Tskhinvali (Tskhinvali falls under the Occupied Territories); 26 village unions - Ateni, Akhalubani, Berbuki, Bikari, Boshuri, Geri, Ditsi, Zeghuleti, Karaleti, Mereti, Mejvriskhevi, Mghebriani, Nikozi, Sakavri, Skra, Taniskhidi, Tirdznisi, Tkviavi, Kvakhvreli, Ghromi, Shavshvebi, Shindisi, Dzari, Dzeveri, Khetagurovi, Khidistavi; 4 village unions, which fall under the Occupied Territories - Artsevi, Beloti, Vanati, Ksuisi and 4 village unions, in which part of the villages fall under the Occupied Territories: Beruli (villages Mamisaantubani, Prisi, Argvitsi, Eredvi - fall under the Occupied Territories), Variani (village Akhaldaba falls under the Occupied Territories), Kemerti (villages Sveri, Kheiti and Dzartsemi fall under the Occupied Territories), Kurti (villages Zemo Achabeti and Kekhvi fall under the occupied territories).","Population (total) - 148,686","Population according to gender: female - 77,149; male - 71,401","Population according to residence: urban - 49,522; rural - 99,028","Population according to ethnicity: Georgian - 137,957; Ossetian - 6,405; Armenian - 1,972; Russian - 1,136; Azeri - 607; Ukrainian - 123; Greek - 97; Abkhaz - 45","Size of the territory - 2,327 km2","*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.The information about the occupied territories was provided by the Ministry of Defence of Georgia on August 15, 2013. ",,,Yes,,"Tskhinvali
Artsevi
Beloti
Vanati
Ksuisi 
Mamisaantubani
Prisi,
Argvitsi
Eredvi 
Akhaldaba
Sveri
Kheiti
Zemo Achabeti
Kekhvi
Dzartsemi "
8/28/2013 23:41:05,English,Kaspi,"Kaspi Municipality is the self-governing unit, located in the Shida Kartli region. Kaspi Municipality borders with Akhalgori Municipality (which falls under the Occupied Territories) on the north, Gori Municipality on the west, Tsalka Municipality and Tetritskaro Municipality on the south, Mtskheta Municipality on the east and Dusheti Municipality on the north-east. ","Kaspi Municipality consists of 17 administrative-territorial units: 1 town - Kaspi and 16 village unions - Aghaiani; Akhalkalaki, Akhaltsikhe, Gomi, Doesi, Zemo Khandaki, Teliani, Kavtiskhevi, Kodistskaro, Lamiskana, Metekhi, Okami, Samtavisi, Kvemo Chala, Tsinarekhi. 1 separate village - Khovle. ","Population (total) - 52,217","Population according to gender: female - 27,385; male - 25,058","Population according to residence: urban - 15,324; rural - 37,119","Population according to ethnicity: Georgian - 44,162; Azeri - 3,962; Ossetian - 3,479; Russian - 271; Armenian - 254; Ukrainian - 35; Greek - 27; Abkhaz - 13",Size of the territory - 803 km2,"*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013",,,,,
8/28/2013 23:43:37,English,Kareli,"Kareli Municipality is the self-governing unit, located in the Shida Kartli region. Kareli Municipality borders with Sachkhere Municipality on the north-west, Khashuri Municipality on the west, Borjomi Municipality on the south, Gori Municipality on the east, Liakhvi Municipality and Java Municipality (which fall under the Occupied Territories) on the north-east. ","Kareli Municipality consists of 23 administrative-territorial units: 1 town - Kareli; 2 urban settlements - Agara, Kornisi; 16 village unions - Abisi, Avlevi, Akhalsopeli, Balta, Bebnisi, Breti, Bredzi, Dirbi, Zemo Khvedureti, Teregvani, Kekhijvari, Mokhisi, Ruisi, Urbnisi, Kornisi, Dzvileti and 4 village unions, in which part of the villages fall under the Occupied Territories: Avnevi (Arkneti and Nuli villages fall under the Occupied Territories), Zghudri (Artsevi falls under the Occupied Territories), Tighvi (Akhalsopeli and Okona fall under the Occupied Territories), Ptsa (Tamarasheni).","Population (total) - 50,422","Population according to gender: female - 25,840; male - 24,477","Population according to residence: urban - 10,724; rural - 39,593","Population according to ethnicity: Georgian - 45,593; Ossetian - 2,755; Azeri - 1,183; Armenian - 542; Russian - 217; Greek - 52; Abkhaz - 25; Ukrainian - 21","Size of the territory - 1,092 km2","*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.The information about the occupied territories was provided by the Ministry of Defence of Georgia on August 15, 2013. ",,,Yes,,"Arkneti
Nuli
Artsevi
Akhalsopeli 
Okona
Tamarasheni
"
8/28/2013 23:45:18,English, Khashuri,"Khashuri Municipality is the self-governing unit, located in the Shida Kartli region. ","Khashuri Municipality consists of administrative-territorial units: 1 town - Khashuri; 1 urban settlement - Surami; 11 village unions - Ali, Gomi, Osiauri, Plevi, Kvishkheti, Tsotskhnari, Tkhramukha, Tsaghveli, Tsromi, Khalebi, Khtsisi. ","Population (total) - 62,714","Population according to gender: female - 33,156; male - 29,984","Population according to residence: urban - 38,735; rural - 24,405","Population according to ethnicity: Georgian - 60,670; Armenian - 753; Ossetian - 744; Russian - 322; Ukrainian - 46; Greek - 42; Abkhaz - 21; Azeri - 16; Kist - 3; Yezidi - 3",Size of the territory - 585 km2,"*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",,,,,
8/28/2013 23:54:16,English,Akhalgori,"Akhalgori Municipality is located in the Mtskheta-Mtianeti region. Currently, the municipality falls under the Occupied Territories. Akhalgori Municipality borders with Kazbegi Municipality on the north, Liakhvi Municipality (which also falls under the Occupied Territories) on the west, Gori Municipality on the south-west, Kaspi Municipality on the south and Dusheti Municipality on the east. ","After the 2008 August War, the town was renamed back to “Leningor” by the Russian Federation, as it was back in the USSR. ","Population (total) - 7,703","Population according to gender: female - 3,959; male - 3,691","Population according to residence: urban - 2,437; rural - 5,213","Population according to ethnicity: Georgian - 6,520, Ossetian - 1,110; Armenian - 37; Russian - 20; Abkhaz - 6; Azeri - 2; Greek - 2; Ukrainian - 1; Yezidi - 1","Size of the territory - 1,011 km2","*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.The information about the occupied territories was provided by the Ministry of Defence of Georgia on August 15, 2013. ",,,Yes,,"Akhalgori
Akhmaji
Vashlovani
Garubani
Bezhaantkari
Dzeglevi
Nagomevi
Delkani
Mosavbruni
Ikoti
Tsirkoli
Kurta
Alevi
Korinta
Jvarisubani
Gdu
Sapesheti
Zemo Boli
Kvemo Boli
Bazuani
Ereda
Kanchaveti
Zakori
Tskhiloni
Tsolda
Tsiri
Mskhilebi
Doretkari
Mochalieti
Gavazi
Kveldaba
Tokhta
Zodekhi
Chitiani
Mujukhi
Shiukaani
Ukanubani
Kochiaani
Gudatsveri
Ghru
Monasteri
Chandari
Morbedaani
Akhaldaba
Natsara
Salbieri
Dzukatkau
Tsinagari
Orchosani
Sadzeguri
Largvisi
Dadianeti
Ukanamkhare
Gezevreti
Nakhidi
Makhiareti
Martaani
Chorchokhi
Pavliani
Kenkaani
Midelaani
Balaani
Tsiptauriani
Kareltkaari
Tinikaani
Lotiaani
Eloiaani
Mshvelieti
Khorbali
Tskhavati
Karchokhi
Kareltkati
Chigoiani
Kavikhevi
Tsipaturi
Khozueti
Dabanketi
Manchikaani
Martiani
Macharaani
Bezhanaantkari
Berubani
Ereda
Bosleta
Kodijvai
Mamulaani
Tsikhisofeli
Kharkelani
Garueti
Doguzaani
Velisa
Kara
Kutskhoveti
Sabarkleti
Chkuneti
Dzagnati
Mujokhi
"
8/28/2013 23:58:07,English,Dusheti,"Dusheti Municipality is the self-governing unit, located in the Mtskheta-Mtianeti region. Dusheti Municipality borders with Russian Federation on the north, Kazbegi Municipality on the north-west, Akhalgori Municipality (which falls under the Occupied Territories) on the west, Kaspi Municipality on the south-west, Mtskheta Municipality on the south, Tianeti Municipality and Akhmeta Municipality on the east. ","Dusheti Municipality consists of 18 administrative-territorial units: 1 town - Dusheti and 1 urban settlement - Zhinvali. 17 village unions - Pasanauri, Ananuri, Bazaleti, Gremiskhevi, Gudamakari, Lapanaantkari, Magharoskari, Mchadijvari, Ukanapshavi, Kvesheti, Shatili, Chartli, Chonkadze, Choporti, Khevsureti, Kheoba, Barisakho","Population (total) - 33,636","Population according to gender: female - 17,562; male - 16,169","Population according to residence: urban - 10,923; rural - 22,808","Population according to ethnicity: Georgian - 32,229; Ossetian - 1,167; Russian - 103; Armenian - 43; Abkhaz - 31; Greek - 19; Ukrainian - 18; Azeri - 5; Kist - 3","Size of the territory - 2,982 km2","*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",,,,,
8/28/2013 23:59:07,English,Tianeti,"Tianeti Municipality is the self-governing unit, located in the Mtskheta-Mtianeti region. ","Tianeti Municipality consists of 12 administrative-territorial units: 2 urban settlements - Tianeti, Sioni; 10 village unions - Artani, Akhalsopeli, Zaridzeebi, Nakalakari, Zhebota, Simoniantkhevi, Tushurebi, Ghulelebi, Chekuraantgori, Khevsurtsopeli.","Population (total) - 14,014","Population according to gender: female - 7,140; male - 6,865","Population according to residence: urban - 4,060; rural - 9,945","Population according to ethnicity: Georgian - 13,777; Ossetian - 147; Russian - 37; Armenian - 20; Greek - 13; Ukrainian - 6; Azeri - 4; Abkhaz - 3; Yezidi - 1",Size of the territory - 906 km2,"*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",,,,,
8/29/2013,English,Mtskheta,"Mtskheta Municipality is the self-governing unit, located in the Mtskheta-Mtianeti region. ","Mtskheta Municipality consists of 24 administrative-territorial units: 1 town - Mtskheta and 16 village unions - Tsilkani, Aghdgomliantkari, Zakaro, Galavani, Bitsmendi, Navdaraantkari, Mskhaldidi, Lisi, Dzegvi, Nichbisi, Mukhrani, Saguramo, Natakhtari, Chardakhi, Ksovrisi, Tskhvarichamia. 7 separate villages - Ksani, Vaziani, Misakcieli, Dzalisi, Tsikhisdziri, Tserovani, Kanda.","Population (total) - 64,829","Population according to gender: female - 34,020; male - 31,228","Population according to residence: urban - 13,178; rural - 52,070","Population according to ethnicity: Georgian - 58,808; Azeri - 2,236; Ossetian - 1,464; Russian - 583; Armenian - 427; Greek - 129; Ukrainian - 113; Yezidi - 94; Abkhaz - 20; Kist - 1",Size of the territory - 805 km2,"*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",,,,,
8/29/2013 0:00:50,English,Kazbegi,"Kazbegi Municipality is the self-governing unit, located in the Mtskheta-Mtianeti region. Kazbegi Municipality borders with Russian Federation on the north, Java Municipality (which falls under the Occupied Territories) on the west, Akhalgori Municipality (which falls under the Occupied Territories) on the south and Dusheti Municipality on the south and south-east. ","Kazbegi Municipality consists of 6 administrative-territorial units: 1 urban settlement - Stepantsminda and 5 village unions - Goristsikhe, Gudauri, Kobi, Sioni, Sno. ","Population (total) - 5,261","Population according to gender: female - 2,680; male - 2,584","Population according to residence: urban - 1,786; rural - 3,478","Population according to ethnicity: Georgian - 5,142; Ossetian - 89; Russian - 14; Armenian - 5; Ukrainian - 5; Azeri - 1; Kist - 1","Size of the territory - 1,082 km2","*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",,,,,
8/29/2013 0:01:44,English,Ambrolauri,"Ambrolauri Municipality is the self-governing unit, located in the Racha-Lechkhumi and Kvemo Svaneti region","Ambrolauri Municipality consists of 20 administrative-territorial units: 1 town - Ambrolauri and 18 village unions - Ghadishi, Sadmeli, Likheti, Chkvishi, Velevi, Khidikri, Cheliaghele, Tsakhi, Skhvavi, Chrebalo, Tsesi, Zankva, Nikortsminda, Itsa, Bugeuli, Khvanchkara, Namanevi, Khotevi. ","Population (total) - 16,079","Population according to gender: female - 8,539; male - 7,686","Population according to residence: urban - 2,629; rural - 13,596 ","Population according to ethnicity: Georgian - 15,991; Russian - 46; Abkhaz - 10; Armenian - 9; Ukrainian - 8; Ossetian - 6; Greek - 3","Size of the territory - 1,142 km2","*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",,,,,
8/29/2013 0:03:36,English,Oni,"Oni Municipality is the self-governing unit, located in the Racha-Lechkhumi and Kvemo Svaneti region. Oni Municipality borders with Kabardino-Balkaria Republic (Russian Federation) and North Ossetia Republic (Russian Federation) on the north and east, Java Municipality (which falls under the Occupied Territories) on the south-east, Sachkhere Municipality on the south, Ambrolauri Municipality on the west and Lentekhi Municipality on the south-west. ","Oni Municipality consists of 18 administrative-territorial units (unverified): 1 town - Oni; 1 urban settlement - Kvaisa; 15 village unions - Parakheti, Tskhmori, Sakao, Kvashkhieti, Sori, Ghebi, Sheubani, Utsera, Pipileti, Bari, Shkmeri, Tsedisi, Ghari, Gomi, Mravaldzali; 2 separate villages - Chiora, Glola.
 4 separate villages, which are fully occupied - Zamtareti, Vezuri, Zaseta, Zemo Kozi 
","Population (total) - 9,277 ","Population according to gender: female - 4,987; male - 4,195 ","Population according to residence: urban - 3,458; rural - 5,724","Population according to ethnicity: Georgian - 9,093; Ossetian - 108 ; Russian - 19; Armenian - 13; Abkhaz - 7; Azeri - 4; Ukrainian - 2; Greek - 1","Size of the territory - 1,712 km2","*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.The information about the occupied territories was provided by the Ministry of Defence of Georgia on August 15, 2013. ",,,Yes,,"Zamtareti
Vezuri
Zaseta
Zemo Kozi 
"
8/29/2013 0:04:30,English,Tsageri,"Tsageri Municipality is the self-governing unit, located in the Racha-Lechkhumi and Kvemo Svaneti region. ","Tsageri Municipality consists of 17 administrative-territorial units: 1 town - Tsageri, and 18 village unions - Alpana, Tsiperchi, Orbeli, Kvemo Tsageri, Lakhuriashi, Chkhuteli, Lukhvano, Aghvi, Ghvirishi, Zubi, Lailashi, Tvishi, Nakuraleshi, Okureshi, Usakhelo, Sairme, Chkumi.","Population (total) - 16,622","Population according to gender: female - 8,686; male - 7,872","Population according to residence: urban - 1,957; rural - 14,601","Population according to ethnicity: Georgian - 16,539; Russian - 29; Azeri - 22; Abkhaz - 10; Armenian - 6; Ossetian - 5; Greek - 4; Ukrainian - 4",Size of the territory - 756 km2,"*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",,,,,
8/29/2013 0:05:37,English,Lentekhi,"Lentekhi Municipality is the self-governing unit, located in the Racha-Lechkhumi and Kvemo Svaneti region. Lentekhi Municipality borders with Mestia Municipality on the north and north-west, Chkhorotsku Municipality on the west, Martvili Municipality on the south-west, Tsageri Municipality on the south, Ambrolauri Municipality on the south-east and Russian Federation on the north-east. ","Lentekhi Municipality consists of 8 administrative-territorial units: 1 urban settlement - Lentekhi; and 7 village unions - Zhakhunderi, Rtskhmeluri, Chikhareshi, Choluri, Tsana, Kheledi, Khopuri. ","Population (total) - 8,991","Population according to gender: female - 4,592; male - 4,400","Population according to residence: urban - 1,736; rural - 7,256","Population according to ethnicity: Georgian - 8,942; Azeri - 21; Russian - 15; Abkhaz - 9; Ossetian - 2; Ukrainian - 2","Size of the territory - 1,344 km2","*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",,,,,
8/29/2013 0:06:35,English,Batumi,"Batumi is the self-governing city, located in the Autonomous Republic of Adjara.  Batumi borders with Black Sea on the north and west and Khelvachauri Municipality on the south and east. ","Batumi consists of 13 administrative-territorial units: areas - Dzveli Batumi, Rustaveli, Bagrationi, Aghmashenebeli, Javakhishvili, Tamari, Khimshiashvili, Boni-Gorodoki, Aeroporti, Kakhaberi, Batumi Samretsvelo, Gonio-Kvariati, Mtsvane Kontskhi. ","Population (total) - 121,806","Population according to gender: female - 65,788; male - 56,419","Population according to residence: urban - 121,806; rural - N/A","Population according to ethnicity: Georgian - 104,313; Armenian - 7,517; Russian - 6,300; Abkhaz - 800; Ukrainian - 770; Greek - 587; Azeri - 301; Ossetian - 142; Yezidi - 69; Kist - 8",Size of the territory - 17 km2,"*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",,,,,
8/29/2013 0:07:22,English,Keda ,"Keda Municipality is the self-governing unit, located in the Autonomous Republic of Adjara. Keda Municipality borders with Kobuleti Municipality on the north/north-west, Khelvachauri Municipality on the west, Turkey on the south, Shuakhevi Municipality on the east. ","Keda Municipality consists of 9 administrative-territorial units: 1 urban settlement - Keda and 8 village unions - Dandalo, Zvare, Makhuntseti, Merisi, Pirveli Maisi, Tskhmari, Tsoniarisi, Oktomberi.","Population (total) - 20,024","Population according to gender: female - 10,140; male - 10,004","Population according to residence: urban - 1,289; rural - 18,855","Population according to ethnicity: Georgian - 19,958; Russian - 26; Abkhaz - 15; Armenian - 8; Azeri - 7; Ossetian - 2; Ukrainian - 3",Size of the territory - 452 km2,"*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",,,,,
8/29/2013 0:08:30,English,Kobuleti,"Kobuleti Municipality is the self-governing unit, located in the Autonomous Republic of Adjara. Kobuleti Municipality borders with Ozurgeti Municipality on the north/north-east, Black Sea on the west, Khelvachauri Municipality on the south-west, Keda Municipality on the south, Shuakhevi Municipality on the south-east. The length of the seashore is 24 km. ","Kobuleti consists of 21 administrative-territorial units: 1 town - Kobuleti; 2 urban settlements - Ochkhamuri and Chakvi;  14 village unions - Bobokvati, Gvara, Kvirike, Leghva, Mukhaestate, Sachino, Alambari, Kakuti, Village Kobuleti, Tsikhisdziri, Khala, Khutsubani, Chakhati and 4 separate villages -Dagva, Zeniti, Chaisubani and Achkvistavi.","Population (total) - 88,063","Population according to gender: female - 44,775; male - 43,193","Population according to residence: urban - 31,695; rural - 56,273","Population according to ethnicity: Georgian - 83,367; Russian - 1,692; Greek - 1,487; Armenian - 958; Ukrainian - 176; Azeri - 79; Abkhaz - 50; Ossetian - 36; Yezidi - 7",Size of the territory - 720 km2,"*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",,,,,
8/29/2013 0:10:25,English,Shuakhevi,"Shuakhevi Municipality is the self-governing unit, located in the Autonomous Republic of Adjara. Shuakhevi Municipality is bordered by the Ozurgeti Municipality and Chokhatauri Municipality on the north, Turkey on the South, Khulo Municipality on the east, Keda Municipality and Kobuleti Municipality on the west. ","Shuakhevi Municipality consists of 9 administrative-territorial units: 9 village unions urban settlement Shuakhevi village union, Baratauli, Dghvani, Zamleti, Oladauri, Uchamba, Shubani, Tskalsakri and Chvani. ","Population (total) - 21,850","Population according to gender: female - 11,100; male - 10,733","Population according to residence: urban - 983; rural - 20,850","Population according to ethnicity: Georgian - 21,796; Abkhaz - 25; Russian - 14; Ossetian - 5; Armenian - 5; Azeri - 1; Ukrainian - 1",Size of the territory - 588 km2,"*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",,,,,
8/29/2013 0:11:24,English,Khelvachauri,"Khelvachauri Municipality is the self-governing unit, located in the Autonomous Republic of Adjara. Khelvachauri Municipality borders with Kobuleti Municipality on the north, Keda Municipality on the east, Turkey on the South/South-East, Batumi on the west and Black Sea on the South-East. ","Khelvachauri Municipality consists of 11 administrative-territorial units: 10 village unions - Makhinjauri, Ortabatumi, Akhalsheni, Peria, Sharabidzeebi, Tkhilnari, Charnali, Acharistskali, Machakhela, Kirnati. 1 separate village - Sarpi","Population (total) - 90,843","Population according to gender: female - 46,134; male: 44,724","Population according to residence: urban - 9,528; rural - 81,330","Population according to ethnicity: Georgian - 88,321; Russian - 1,029; Abkhaz - 645; Armenian - 355; Azeri - 151; Ukrainian - 103; Greek - 91; Ossetian - 19",Size of the territory - 413 km2,"*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",,,,,
8/29/2013 0:14:27,English,Khulo,"Khulo Municipality is the self-governing unit, located in the Autonomous Republic of Adjara. Khulo Municipality borders with Turkey on the south, Shuakhevi Municipality on the west, Ozurgeti Municipality on the north-west, Chokhatauri Municipality on the north and Adigeni Municipality on the east. ","Khulo Municipality consists of 13 administrative-territorial units: 1 urban settlement - Khulo and 12 village unions - Agara, Dekanashvilebi, Vashlovani, Tkhilvani, Riketi, Satsikhuri, Skhalta, Pushrukauli, Ghorjim, Khikhadzir, Dioknisi, Satsikhuri.","Population (total) - 33,430","Population according to gender: female - 16,950; male - 15,871","Population according to residence: urban - 1,125; rural - 31,695","Population according to ethnicity: Georgian - 33,377; Abkhaz - 23; Armenian - 5; Ossetian - 4; Russian - 12; Azeri - 3; Greek - 2; Ukrainian - 2",Size of the territory - 710 km2,"*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",,,,,
8/29/2013 0:17:07,English,Lanchkhuti,"Lanchkhuti Municipality is the self-governing unit, located in the region of Guria. Lanchkhuti Municipality borders with Poti Municipality and Black Sea on the west, Ozurgeti on the south, Chokhatauri on the south-east, Samtredia Municipality on the east; Khobi Municipality, Senaki Municipality and Abasha Municipality - on the north. ","Lanchkhuti Municipality consists of 16 administrative-territorial units: 1 town - Lanchkhuti and 15 village unions - Aketi, Atsana, Gvimbralauri, Lesa, Mamati, Machkhvareti, Nigvziani, Nigoeti, Ninoshvili, Supsa, Ghrmaghele, Shukhuti, Chibati, Chochkhati, Jurukveti. ","Population (total) - 40,507","Population according to gender: female - 21,416; male - 18,931","Population according to residence: urban - 7,901; rural - 32,446","Population according to ethnicity: Georgian - 39,868; Russian - 345; Armenian - 160; Azeri - 33; Ukrainian - 28; Greek - 18; Abkhaz - 7; Ossetian - 33",Size of the territory - 533 km2,"*the numbers are indicated according to the 2002 nation-wide census. The information about administrational-territorial division was provided by the Ministry of Regional Development and Infrastructure of Georgia on July 17, 2013.",,,,,
