shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),European Georgia,Democratic Movement - Free Georgia,United National Movement,Republican party,For United Georgia,Alliance of Patriots,Leftist Alliance,Labour,Socialist Workers Party,Georgia,National Forum,Merab Kostava Society,Unity - New Georgia,Lord Our Righteousness,Freedom Party,Mamulishvili,United Communist Party,Party of People,Progressive Democratic Movement,Georgian Dream,Initiative Group
Majoritarian District,17.11,17.11,1169,50.17,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,41.75,,15.74,,,,,2.14,,,,,,,,,,,,40.21,
Majoritarian District,17.12,17.12,515,64.29,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,5.24,,29.9,,,4.27,,,,,,,,,,,,,,58.45,
Majoritarian District,17.13,17.13,1058,50.33,0,3,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,13.71,,29.58,,,,,2.46,,,,,,,,,,,,53.21,
Majoritarian District,17.14,17.14,1194,54.92,0,1,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,5.86,,28.06,,,10.47,,2.76,,,,,,,,,,,,52.68,
Majoritarian District,17.15,17.15,1831,31.73,0,0,2,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,1.58,,10.32,,,,,1.97,,,0.33,,,,,,,,,84.6,
Majoritarian District,17.16,17.16,1048,54.24,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,6.01,,23.28,,,7.25,,1.72,,,,,,,,,,,,46.76,14.79
Majoritarian District,17.17,17.17,1188,46.55,0,0,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,5.81,,25.84,,,9.43,,,,,4.12,,,,,,,,,54.8,
Majoritarian District,17.18,17.18,554,66.75,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,1.26,,46.75,,,,,2.53,,,,,,,,,,,,49.1,
Majoritarian District,18.01.01,18.01.01,1941,49.33,0,0,3,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,9.63,3.86,20.2,,,9.69,,2.32,,,,,,,,,,,,53.58,
Majoritarian District,18.01.02,18.01.02,1474,49.02,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,19.74,,4.88,,,8.96,,2.24,,,,,,,,,,,,54.82,9.02
Majoritarian District,18.02,18.02,1103,49.68,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,3.81,,,,,,,,,,,,,,,,,,0.91,51.5,43.61
Majoritarian District,18.03,18.03,1296,37.45,0,1,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,12.04,15.66,17.82,,,10.49,,4.71,,,,,,,,,,,,37.19,1.85
Majoritarian District,18.04,18.04,654,55.61,0,0,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,4.13,1.07,,,,4.28,,,,,,,,,,,,,,54.43,35.63
Majoritarian District,18.05,18.05,833,47.12,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,11.4,,35.05,,,13.21,,,,,,,,,,,,,,40.34,
Majoritarian District,18.06,18.06,230,69.28,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,3.48,,0.43,,,,,,,,,,,,,,,,,43.48,52.61
Majoritarian District,18.07,18.07,1958,46.88,0,1,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,33.76,4.39,20.84,,,3.83,,1.89,,,,,,,,,,,,35.09,
Majoritarian District,18.08,18.08,488,51.31,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,22.75,6.97,4.1,,,,,,,,,,,,,,,,,66.19,
Majoritarian District,18.09,18.09,170,72.65,1,0,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,4.71,17.65,,,,5.29,,,,,,,,,,,,,,34.71,33.53
Majoritarian District,18.10,18.10,621,58.97,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,10.63,,45.41,,,2.42,,,,,,,,,,,,,,41.06,
Majoritarian District,18.11,18.11,561,54.05,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,2.14,,2.67,,,7.31,,,,,,,,,,,,,,60.43,27.45
Majoritarian District,18.12,18.12,952,37.33,0,2,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,19.96,,10.08,,,2.63,,,,,,,,,,,,,,38.55,28.15
Majoritarian District,18.13,18.13,1488,57.3,0,1,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,1.88,10.42,8.0,,,,,1.88,,,,,,,,,,,,32.8,44.76
Majoritarian District,18.14,18.14,211,76.45,1,0,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,1.9,3.79,9.48,,,,,,,,,,,,,,,,,55.92,27.01
Majoritarian District,18.15,18.15,552,42.66,0,0,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,2.17,12.14,,,,18.12,,,,,,,,,,,,,,67.21,
Majoritarian District,19.01,19.01,1661,50.72,0,1,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,25.41,,,25.47,,,,,,,,,,,,,,,48.95,
Majoritarian District,19.02,19.02,638,66.88,0,3,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,,,,43.73,,,4.7,,,,,,,,,,,,51.41,
Majoritarian District,19.03,19.03,209,69.9,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,28.23,,,,,,,,,,,,,,,,,,66.99,
Majoritarian District,19.04,19.04,307,55.52,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,,,45.6,,,,,,,,,,,,,,,54.07,
Majoritarian District,19.05,19.05,442,51.22,0,0,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,,,50.68,,,,,,,,,,,,,,,48.42,
Majoritarian District,19.06,19.06,393,53.25,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,,,54.45,,,,,,,,,,,,,,,45.55,
Majoritarian District,19.07,19.07,516,57.46,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,18.99,,,37.79,,,,,,,,,,,,,,,43.22,
Majoritarian District,19.08,19.08,572,60.59,0,0,3,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,,,,13.11,29.72,,,,,,,,,,,,,,56.12,
Majoritarian District,19.09,19.09,354,61.46,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,,,,44.07,,,,,,,,,,,,,,55.65,
Majoritarian District,19.10,19.10,404,59.06,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,,,,25.0,,3.71,,,,,,,,,,,,71.29,
Majoritarian District,19.11,19.11,149,65.35,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,,,13.42,,,1.34,,,,,,,,,,,,83.22,
Majoritarian District,19.12,19.12,501,65.49,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,,,46.91,,,,,,,,,,,,,,,52.3,
Majoritarian District,20.01,20.01,1971,41.77,0,2,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,9.23,2.18,31.1,,,10.1,,1.67,,,,,0.86,0.81,,,,,,43.73,
Majoritarian District,20.02,20.02,3297,35.31,0,0,0,7,,0,0.0,,,0,0.0,,,,,,0,0,0,0,7,100.0,12.86,1.0,18.14,,,5.64,,4.09,,,,,0.97,0.97,,,,0.55,,54.87,
Majoritarian District,20.03,20.03,3918,41.03,0,0,0,8,,0,0.0,,,0,0.0,,,,,,0,0,0,0,8,100.0,11.77,1.89,12.97,,,9.39,,2.55,,,,,1.3,0.71,,,0.87,,,54.59,
Majoritarian District,20.04,20.04,4275,36.34,0,0,0,10,,0,0.0,,,0,0.0,,,,,,0,0,0,0,10,100.0,8.82,3.56,20.37,,,9.94,,2.95,,,,,1.45,0.56,,,,,,48.07,3.72
Majoritarian District,20.05,20.05,4307,34.64,0,0,0,10,,0,0.0,,,0,0.0,,,,,,0,0,0,0,10,100.0,13.65,1.81,22.29,,,5.53,,4.25,,,,,1.14,1.0,,,,1.07,,48.55,
Majoritarian District,20.06,20.06,4256,34.52,0,0,0,10,,0,0.0,,,0,0.0,,,,,,0,0,0,0,10,100.0,11.51,3.15,23.85,,,7.33,,4.42,,,,,1.2,0.8,,,,0.49,,46.55,
Majoritarian District,20.07,20.07,5447,36.78,0,0,0,12,,0,0.0,,,0,0.0,,,,,,0,0,0,0,12,100.0,13.24,2.31,24.66,,,5.87,,5.23,,,,,1.51,1.01,,,,0.92,,44.52,
Majoritarian District,20.08,20.08,3834,32.72,0,0,0,9,,0,0.0,,,0,0.0,,,,,,0,0,0,0,9,100.0,10.28,2.5,21.8,,,7.22,,4.67,,,,,1.51,,,,,,,51.43,
Majoritarian District,20.09,20.09,2971,36.44,0,0,5,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,7,100.0,10.67,,17.3,,,7.51,,2.86,,,,,2.59,0.98,,,,4.71,,48.4,
Majoritarian District,20.10,20.10,3189,33.82,0,0,1,7,,0,0.0,,,0,0.0,,,,,,0,0,0,0,8,100.0,11.29,2.26,19.44,,,7.09,,3.45,,,,,1.13,0.66,,,,,,52.68,
Majoritarian District,21.01.01,21.01.01,934,24.24,0,0,2,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,9.74,1.28,13.38,,,3.53,,,,,,,,,,,,,,69.91,
Majoritarian District,21.01.02,21.01.02,1137,31.5,0,0,3,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,5.72,0.62,4.84,,,21.64,,,,,,,,,,,,,,66.4,
Majoritarian District,21.01.03,21.01.03,1089,24.03,0,0,1,3,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,11.48,,10.56,,,,,,,,,,,,,,,,,75.21,
Majoritarian District,21.02,21.02,908,29.36,0,0,0,3,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,25.44,0.55,0.55,,,,,,,,,,,,,,,,,43.06,29.19
Majoritarian District,21.03,21.03,672,45.93,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,3.42,,19.35,,,5.51,,,,,,,,,,,,,,58.18,13.54
Majoritarian District,21.04,21.04,921,48.7,0,1,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,2.61,3.69,25.73,,,,,,,,,,,,,,,,,67.54,
Majoritarian District,21.05,21.05,1471,36.31,1,0,2,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,4.21,,21.28,,,6.8,,,,,,,,,,,,,,67.51,
Majoritarian District,21.06,21.06,1016,47.06,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,34.55,,2.26,,,0.79,,,,,,,,,,,,,,61.42,
Majoritarian District,21.07,21.07,1124,55.56,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,1.33,,10.94,,,9.88,,,,,,,,,,,,,,77.85,
Majoritarian District,21.08,21.08,1183,31.66,0,1,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,9.55,1.01,12.26,,,,,,,,,,,,,,,,,76.33,
Majoritarian District,21.09,21.09,1041,50.34,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,2.69,,9.7,,,27.76,,,,,,,,,,,,,,59.56,
Majoritarian District,21.10,21.10,1115,56.46,0,0,3,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,,1.97,,,32.02,,,,,,,,,,,,,,49.51,15.34
Majoritarian District,21.11,21.11,2185,28.44,0,1,4,3,,0,0.0,,,0,0.0,,,,,,0,0,0,0,8,100.0,5.72,2.11,11.26,,,3.98,,6.73,,,,,,,,,,,,70.11,
Majoritarian District,21.12,21.12,1668,36.23,0,1,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,7.13,,4.2,,,,,,,,,,,,,,,,,88.25,
Majoritarian District,21.13,21.13,983,35.56,1,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,4.27,2.34,13.12,,,14.34,,,,,,,,,,,,,,65.51,
Majoritarian District,21.14,21.14,2709,33.35,0,4,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,6,100.0,2.21,,4.87,,,5.46,,,,,,,,,,,1.33,,,85.97,
Majoritarian District,21.15,21.15,1432,30.78,0,1,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,14.25,,11.87,,,1.89,,,,,,,,,,,,,,71.44,
Majoritarian District,21.16,21.16,537,28.29,0,0,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,3.54,,,,,2.79,,,,,,,,,,,,,,92.37,
Majoritarian District,21.17,21.17,886,59.66,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,0.68,,2.37,,,2.03,,,,,,,,,,,,,,52.48,42.33
Majoritarian District,21.18,21.18,1525,45.03,0,2,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,4.92,,1.18,,,,,,,,,,,,,,,,,69.57,24.0
Majoritarian District,21.19,21.19,781,41.34,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,23.82,,1.92,,,0.51,,,,,,,,,,,,,,73.24,
Majoritarian District,22.01.01,22.01.01,945,17.1,0,1,1,3,,0,0.0,,,0,0.0,,,,,,0,0,0,0,5,100.0,14.71,,5.29,,,2.43,,,,2.01,0.63,,,,,,,,,74.92,
Majoritarian District,22.01.02,22.01.02,1493,23.53,0,0,3,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,5,100.0,28.47,0.87,4.69,,,5.56,,,,0.54,3.75,,,,,,,,,55.59,
Majoritarian District,22.01.03,22.01.03,2071,31.0,0,0,3,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,5,100.0,26.61,0.34,10.96,,,1.5,,,,0.29,1.74,,4.83,,,,,,,53.65,
Majoritarian District,22.02,22.02,1353,40.02,1,1,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,2.07,0.59,4.21,,,2.44,,,,0.52,,,,,,,,,,89.87,
Majoritarian District,22.03,22.03,3638,33.54,2,1,4,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,8,100.0,18.14,,27.71,,,0.69,,,,,,,2.89,,,,,,,50.44,
Majoritarian District,22.04,22.04,381,54.12,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,0.26,1.57,,,,2.36,,,,0.52,,,,,,,,,,92.39,
Majoritarian District,22.05,22.05,1768,56.54,0,2,0,2,,0,0.0,,,0,0.0,,,,,,1,0,0,1,4,100.0,21.04,,2.94,,,0.51,,,,,,,,,,,,,,74.6,
Majoritarian District,22.06,22.06,1243,70.27,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,6.68,,,,,6.44,,,,,,,,,,,,,,86.89,
Majoritarian District,22.07,22.07,2293,35.3,2,2,0,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,6,100.0,11.99,0.13,2.22,,,0.52,,,,,,,5.1,,,,,,,79.15,
Majoritarian District,22.08,22.08,1576,40.72,0,1,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,13.64,13.96,4.82,,,5.77,,,,0.25,,,0.06,,,,,,,60.22,
Majoritarian District,22.09,22.09,202,72.14,1,0,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,0.0,0.0,,,,4.95,,,,,,,,,,,,,,92.08,
Majoritarian District,22.10,22.10,3836,41.04,1,2,4,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,7,100.0,13.14,,17.67,,,0.18,,,,,,,0.73,,,,,,,67.15,
Majoritarian District,22.11,22.11,3003,37.87,0,3,2,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,7,100.0,16.62,0.53,13.89,,,,,,,,,,8.89,,,,,,,58.31,
Majoritarian District,22.12,22.12,2466,47.66,1,1,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,13.71,0.24,10.38,,,2.55,,,,,,,0.08,,,,,,,72.79,
Majoritarian District,22.13,22.13,2604,42.18,0,2,4,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,6,100.0,24.31,1.15,9.37,,,0.81,,,,,,,1.0,,,,,,,63.1,
Majoritarian District,22.14,22.14,2272,34.26,0,3,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,5,100.0,16.24,1.45,1.32,,,0.09,,,,,,,,,,,,,,80.85,
Majoritarian District,22.15,22.15,1837,37.42,2,1,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,5,100.0,13.34,0.11,4.74,,,1.69,,,,,,,,,,,,,,79.64,
Majoritarian District,22.16,22.16,3085,42.39,0,2,2,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,6,100.0,32.54,,2.76,,,1.62,,,,,,,0.19,,,,,,,62.76,
Majoritarian District,22.17,22.17,386,86.94,1,0,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,3.11,0.0,,,,,,,,,,,,,,,,,,94.82,
Majoritarian District,22.18,22.18,752,55.87,0,1,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,8.24,0.93,,,,2.79,,,,,,,,,,,,,,87.9,
Majoritarian District,23.01.01,23.01.01,1461,32.05,0,0,2,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,6.64,,6.3,,,6.64,,,,,,,,,,,,,,78.78,
Majoritarian District,23.01.02,23.01.02,1371,32.96,1,0,1,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,,,9.77,,,6.64,,,,,,,,,,,,,,81.91,
Majoritarian District,23.02,23.02,1395,44.05,0,3,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,10.32,,,,,1.86,,,,,,,,,,,,,,85.88,
Majoritarian District,23.03,23.03,2667,51.08,0,0,4,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,,8.77,3.34,,,6.04,,,,,,,,,,,,,,64.75,16.76
Majoritarian District,23.04,23.04,1771,40.73,2,2,1,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,7,100.0,,,15.25,,,,,,,,,,,,,,,,,83.23,
Majoritarian District,23.05,23.05,878,36.58,0,0,2,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,,,,,,,,,,,,,,,,,,,,63.67,33.71
Majoritarian District,23.06,23.06,1033,31.85,1,1,0,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,4.84,,15.39,,,,,,,,,,,,,,,,,77.64,
Majoritarian District,23.07,23.07,1486,44.72,1,2,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,0.67,,15.95,,,,,,,,,,,,,,,,,82.23,
Majoritarian District,23.08,23.08,2791,40.19,1,4,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,7,100.0,2.79,0.47,14.83,,,,,,,,,,,,,,,,,80.69,
Majoritarian District,23.09,23.09,817,46.77,0,1,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,8.2,6.61,6.0,,,6.98,,,,,,,,,,,,,,71.24,
Majoritarian District,23.10,23.10,909,47.89,1,2,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,,3.52,8.14,,,,,,,,,,,,,,,,,86.8,
Majoritarian District,23.11,23.11,2493,36.97,0,1,2,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,5,100.0,0.72,,6.06,,,0.68,,,,,,,,,,,,,,67.11,25.23
Majoritarian District,23.12,23.12,204,46.05,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,10.78,,,13.24,,,,,,,,,,,,,,75.0,
Majoritarian District,23.13,23.13,3514,63.48,3,1,0,0,,0,0.0,,,0,0.0,,,,,,0,1,0,1,4,100.0,2.19,,6.03,,,0.43,,,,,,,,,,,,,,90.21,
Majoritarian District,23.14,23.14,1192,49.58,1,0,2,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,,,7.8,,,12.58,,,,,,,,,,,,,,78.52,
Majoritarian District,24.01,24.01,1299,45.53,0,0,3,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,3.39,1.85,4.23,,,9.85,,,,,22.32,,,,,,,,,57.97,
Majoritarian District,24.02,24.02,1477,44.68,2,1,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,5,100.0,1.22,0.47,6.23,,,0.2,,,,,14.42,,,,,,,,,76.17,
Majoritarian District,24.03,24.03,942,59.85,0,1,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,0.85,,4.14,,,1.91,,,,,,,,,,,,,,77.71,14.97
Majoritarian District,24.04,24.04,497,62.91,2,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,1.21,,7.85,,,0.8,,,,,36.02,,,,,,,,,52.52,
Majoritarian District,24.05,24.05,312,49.37,0,2,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,3.85,,9.62,,,0.96,,,,,0.32,,,,,,,,,73.72,
Majoritarian District,24.06,24.06,1077,65.71,1,1,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,2.97,,7.34,,,3.34,,,,,,,,,,,,,,85.98,
Majoritarian District,24.07,24.07,619,52.5,0,1,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,2.26,,1.13,,,,,,,,,,,,,,,,,93.38,
Majoritarian District,24.08,24.08,1030,53.67,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,0.68,1.36,0.97,,,0.0,,,,,49.13,,,,,,,,,46.5,
Majoritarian District,24.09,24.09,592,53.97,0,2,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,0.68,,27.7,,,0.34,,,,,1.01,,,,,,,,,67.06,
Majoritarian District,24.10,24.10,757,39.22,0,3,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,5,100.0,,,9.25,,,12.95,,,,,,,,,,,,,,75.17,
Majoritarian District,24.11,24.11,583,81.2,1,0,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,0.17,,9.61,,,0.0,,,,,,,,,,,,,,89.54,
Majoritarian District,24.12,24.12,58,55.77,2,0,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,1.72,,,,,1.72,,,,,13.79,,,,,,,,,60.34,
Majoritarian District,24.13,24.13,146,53.68,1,0,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,0.0,0.0,0.0,,,0.68,,,,,27.4,,,,,,,,,67.81,
Majoritarian District,24.14,24.14,1013,55.08,2,1,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,5,100.0,1.18,,12.34,,,0.49,,,,,5.43,,,,,,,,,77.59,
Majoritarian District,24.15,24.15,991,50.9,2,0,0,3,,0,0.0,,,0,0.0,,,,,,0,0,0,0,5,100.0,1.72,0.61,14.73,,,,,,,,,,,,,,,,,80.02,
Majoritarian District,24.16,24.16,382,46.08,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,10.73,,17.54,,,0.26,,,,,,,,,,,,,,69.11,
Majoritarian District,25.01,25.01,1011,28.94,0,0,4,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,29.97,,,,,,,,,,,,,,,,,,,68.84,
Majoritarian District,25.02,25.02,129,42.16,0,1,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,3.1,,7.75,,,,,,,,,,,,,,,,,89.15,
Majoritarian District,25.03,25.03,415,60.58,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,0.48,0.0,31.57,,,,,,,,,,,,,,,,,27.71,39.04
Majoritarian District,25.04,25.04,408,36.43,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,1.72,,20.83,,,20.83,,,,,,,,,,,,,,56.37,
Majoritarian District,25.05,25.05,226,64.39,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,0.0,,2.65,,,,,,,,,,4.87,,,,,,,89.82,
Majoritarian District,25.06,25.06,574,60.48,0,0,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,3.48,,28.4,,,,,,,,,,,,,,,,,67.77,
Majoritarian District,25.07,25.07,299,48.86,0,1,0,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,4.68,,21.74,,,12.04,,,,,,,9.03,,,,,,,50.5,
Majoritarian District,25.08,25.08,408,47.28,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,2.7,,,,,,,,,,,,,,,,,96.08,
Majoritarian District,25.09,25.09,421,36.32,0,0,2,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,1.43,3.56,14.49,,,13.06,,,,,,,,,,,,,,36.58,27.79
Majoritarian District,25.10,25.10,545,39.64,1,1,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,0.73,,23.12,,,34.86,,,,,,,,,,,,,,40.55,
Majoritarian District,25.11,25.11,176,58.86,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,21.59,,4.55,,,,,,,,,,,,,,,,,72.73,
Majoritarian District,25.12,25.12,271,59.69,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,7.01,,3.69,,,32.1,,,,,,,,,,,,,,57.2,
Majoritarian District,25.13,25.13,290,45.81,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,0.34,,28.28,0.69,,12.07,,,,,,,,,,,,,,33.79,24.83
Majoritarian District,25.14,25.14,231,47.34,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,0.43,,2.16,,,,,,,,,,,,,,,,,95.67,
Majoritarian District,25.15,25.15,215,77.34,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,0.47,,0.0,,,27.91,,,,,,,,,,,,,,37.21,32.09
Majoritarian District,25.16,25.16,301,43.88,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,13.95,,3.99,,,3.32,,,,,,,,,,,,,,78.41,
